    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z
120              -0.9796873187           -0.9690144448                 -0.98276553     -0.972960567
121               0.0730179929           -0.0952460452                 -0.26244282     -0.048904941
122              -0.1873913170           -0.2888402678                 -0.47718391     -0.128742095
123               0.5384048461            0.2039797648                 -0.02290453      0.626917071
124              -0.9837516467           -0.9642387685                 -0.98672742     -0.976357663
125              -0.9791354127           -0.9585781296                 -0.98453661     -0.989910997
126              -0.9806215641           -0.9656247245                 -0.98189047     -0.965019580
127              -0.1440098897           -0.4095160812                 -0.49959720     -0.297814844
128              -0.3554437066           -0.4753698868                 -0.62891575     -0.240808282
129               0.1124426197           -0.4063922844                 -0.49080495      0.224343492
130              -0.9853423587           -0.9778397024                 -0.99001427     -0.991777287
131              -0.9706342964           -0.9567230224                 -0.97612676     -0.981419961
132              -0.9784441239           -0.9623490129                 -0.98299332     -0.955019866
133               0.0659727285           -0.4383787228                 -0.55394612     -0.008659219
134              -0.0458020362           -0.3699020000                 -0.66799600      0.083573864
135               0.0224783540           -0.3384173264                 -0.58351052      0.348618168
136              -0.9689082971           -0.9519527673                 -0.97777545     -0.978466824
137              -0.9597438779           -0.9320652708                 -0.96837780     -0.985000527
138              -0.9626547915           -0.9460558410                 -0.97663898     -0.947735252
139              -0.0180705702            0.1850782074                  0.14661857     -0.313521773
140              -0.3029680648           -0.3803882922                 -0.51871565     -0.243887819
141               0.3350097243            0.1508257348                  0.07467546      0.044139284
142              -0.9741214668           -0.9522932772                 -0.98070721     -0.987607637
143              -0.9737981557           -0.9445838297                 -0.97259881     -0.985421520
144              -0.9859057039           -0.9662393479                 -0.98184685     -0.956756363
145              -0.5645913422           -0.5627332527                 -0.77030090     -0.596007444
146              -0.6547951106           -0.5671534698                 -0.82240391     -0.459775646
147              -0.4716421116           -0.4857635821                 -0.68703428     -0.253756934
    tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z
1       -0.078091253      -0.42525752          -0.9726932          -0.9721169          -0.9720728
2        0.108027280      -0.11212102          -0.9344077          -0.9237675          -0.8780041
3        0.262881789      -0.10283791          -0.9403618          -0.9400685          -0.9314383
4       -0.950704499      -0.95982817          -0.9799888          -0.9567503          -0.9544159
5       -0.957304989      -0.94974185          -0.9866858          -0.9741944          -0.9459271
6       -0.980277399      -0.98423330          -0.9590144          -0.9882119          -0.9842304
7       -0.078826737      -0.58625281          -0.9838265          -0.9679632          -0.9629681
8       -0.066689911      -0.37213778          -0.9584952          -0.9233760          -0.9196195
9       -0.218598325      -0.47918598          -0.9552589          -0.9320660          -0.9377538
10      -0.890223981      -0.93220301          -0.9814053          -0.9327271          -0.9509493
11      -0.861597379      -0.89688054          -0.9729084          -0.9176135          -0.8994048
12      -0.941714042      -0.96266731          -0.9212000          -0.9698166          -0.9761766
13      -0.201696961      -0.05796365          -0.9809720          -0.9712424          -0.9555240
14      -0.302206204      -0.25343408          -0.9543836          -0.9013173          -0.8940711
15      -0.208310706      -0.00771530          -0.9521412          -0.9363066          -0.8766413
16      -0.875141405      -0.83200187          -0.9552804          -0.9464520          -0.8858541
17      -0.938635759      -0.91929581          -0.9891032          -0.9725739          -0.9322453
18      -0.916292776      -0.94070729          -0.9218211          -0.9699945          -0.9712047
19      -0.022743165      -0.39564507          -0.9744352          -0.9711147          -0.9578627
20      -0.005552877      -0.07387449          -0.9592161          -0.9370394          -0.8647458
21       0.004079154      -0.18355756          -0.9392676          -0.9370038          -0.9020852
22      -0.917979530      -0.96782698          -0.9731284          -0.9356900          -0.9668985
23      -0.919561843      -0.94127144          -0.9912595          -0.9754107          -0.9595797
24      -0.946454302      -0.95947149          -0.9545319          -0.9667012          -0.9630456
25      -0.122783290      -0.41060606          -0.9791131          -0.9646192          -0.9502762
26      -0.103818260      -0.43669743          -0.9602463          -0.9413784          -0.9380712
27       0.110835344      -0.42501741          -0.9595040          -0.9432984          -0.9353993
28      -0.928581240      -0.93966189          -0.9852036          -0.9636420          -0.9562086
29      -0.923140254      -0.92068480          -0.9853142          -0.9704826          -0.9395341
30      -0.949072009      -0.94833384          -0.9364583          -0.9743965          -0.9596440
31       0.141866689      -0.22050354          -0.9725449          -0.9608998          -0.9486376
32       0.104470774      -0.21721057          -0.9464415          -0.9220550          -0.9102711
33      -0.032125247      -0.15833315          -0.9526431          -0.9285444          -0.8939630
34      -0.938967742      -0.93864122          -0.9813791          -0.9513531          -0.9309796
35      -0.949422439      -0.96753803          -0.9922324          -0.9746812          -0.9768272
36      -0.950947950      -0.95039300          -0.9578752          -0.9759481          -0.9598929
37      -0.227005875      -0.42834806          -0.9830109          -0.9753117          -0.9724838
38      -0.211155120      -0.31437339          -0.9617388          -0.9420569          -0.9078397
39      -0.254214046      -0.41861013          -0.9604049          -0.9329622          -0.9216617
40      -0.974928131      -0.97757272          -0.9940438          -0.9840355          -0.9783402
41      -0.954223436      -0.96187391          -0.9942701          -0.9813359          -0.9760443
42      -0.986160921      -0.98765866          -0.9827160          -0.9940935          -0.9909572
43       0.489771809      -0.22873422          -0.9703273          -0.9620034          -0.9538504
44       0.152196328      -0.22924946          -0.9314050          -0.9245944          -0.9040641
45       0.616937015      -0.16093854          -0.9404581          -0.9085772          -0.9196935
46      -0.936122705      -0.92910640          -0.9858290          -0.9669835          -0.9358550
47      -0.875410411      -0.91314248          -0.9819169          -0.9574627          -0.9424373
48      -0.964098180      -0.97257200          -0.9286742          -0.9760185          -0.9765186
49      -0.154127498      -0.28884002          -0.9831324          -0.9625788          -0.9628230
50      -0.116804489      -0.25560101          -0.9621906          -0.9166908          -0.9349529
51      -0.102607327      -0.20556638          -0.9618453          -0.9414790          -0.9422077
52      -0.956255962      -0.95705611          -0.9896601          -0.9716925          -0.9634068
53      -0.936871974      -0.93028353          -0.9921976          -0.9681554          -0.9461849
54      -0.983126462      -0.97356696          -0.9604122          -0.9934544          -0.9792397
55       0.114461337      -0.26002790          -0.9766096          -0.9713060          -0.9477172
56      -0.002320265      -0.01947924          -0.9563670          -0.9528492          -0.9123794
57      -0.031935943      -0.23043421          -0.9505598          -0.9370187          -0.8959397
58      -0.922618642      -0.93958629          -0.9684571          -0.9355171          -0.9490409
59      -0.973190056      -0.97977588          -0.9937630          -0.9812260          -0.9763241
60      -0.836827406      -0.82606140          -0.8968300          -0.9077200          -0.8523663
61      -0.069914065      -0.38741199          -0.9777716          -0.9623556          -0.9520918
62       0.011628081      -0.36975460          -0.9440408          -0.9098260          -0.9094697
63      -0.033150372      -0.36224025          -0.9500611          -0.9460946          -0.8999439
64      -0.856617812      -0.87511018          -0.9573245          -0.9039230          -0.8977363
65      -0.893449307      -0.91141902          -0.9820204          -0.9574253          -0.9281616
66      -0.962057545      -0.96369103          -0.9825122          -0.9812027          -0.9648075
67       0.076748403      -0.45702144          -0.9793484          -0.9615855          -0.9645808
68       0.185022459      -0.30893898          -0.9535800          -0.9005117          -0.9214196
69       0.090763076      -0.32589144          -0.9504909          -0.9123634          -0.9271927
70      -0.904335121      -0.92609474          -0.9831375          -0.9399430          -0.9450090
71      -0.869439913      -0.86932732          -0.9740882          -0.9319739          -0.9146085
72      -0.969295613      -0.96856252          -0.9456953          -0.9859641          -0.9770766
73       0.164213885      -0.50432421          -0.9777799          -0.9642486          -0.9572050
74       0.189276117      -0.35351951          -0.9593994          -0.9129007          -0.9061964
75       0.360164959      -0.32020423          -0.9544063          -0.9335776          -0.9343788
76      -0.923682131      -0.92579710          -0.9888724          -0.9608760          -0.9554758
77      -0.921493192      -0.92569237          -0.9855831          -0.9684491          -0.9427951
78      -0.924644826      -0.92521610          -0.8877463          -0.9591620          -0.9281307
79      -0.077261856       0.15963128          -0.9798513          -0.9694042          -0.9521598
80      -0.326160023      -0.14566503          -0.9328231          -0.9397743          -0.8816759
81      -0.138179073      -0.06364024          -0.9648760          -0.9526787          -0.9287565
82      -0.909454699      -0.85653294          -0.9570824          -0.9454363          -0.8686025
83      -0.923400922      -0.91706417          -0.9879175          -0.9661630          -0.9391610
84      -0.926262669      -0.95297837          -0.9142213          -0.9555435          -0.9619090
85       0.380782053      -0.14208853          -0.9747521          -0.9567815          -0.9566401
86       0.348768733       0.12118728          -0.9266733          -0.9310321          -0.8761689
87       0.343826273       0.13371704          -0.9457666          -0.9415809          -0.8971900
88      -0.927331997      -0.93955303          -0.9667580          -0.9374623          -0.9354753
89      -0.938479429      -0.92606526          -0.9876902          -0.9589041          -0.9182939
90      -0.934891160      -0.93249145          -0.9188732          -0.9579900          -0.9418363
91      -0.052212075      -0.53062631          -0.9811010          -0.9662406          -0.9608527
92      -0.103167502      -0.20336940          -0.9534631          -0.9243608          -0.9069332
93       0.070812273      -0.32402694          -0.9544975          -0.9263105          -0.9258149
94      -0.921402118      -0.96837018          -0.9880693          -0.9497926          -0.9716616
95      -0.964173332      -0.98638271          -0.9945294          -0.9810478          -0.9894333
96      -0.972196874      -0.97131118          -0.9795656          -0.9907656          -0.9841926
97      -0.053612669       0.05188410          -0.9748169          -0.9544559          -0.9475170
98       0.307195533       0.60901788          -0.9285236          -0.9072314          -0.8754508
99       0.378870492       0.45157608          -0.9190988          -0.9207259          -0.8795653
100     -0.914935704      -0.92277484          -0.9762804          -0.9503227          -0.9384157
101     -0.928525725      -0.92227631          -0.9720054          -0.9657810          -0.9407577
102     -0.909697041      -0.90033192          -0.8621369          -0.9487749          -0.9013039
103      0.138912924      -0.51893263          -0.9783973          -0.9710565          -0.9580588
104     -0.004065360      -0.37971749          -0.9525624          -0.9276488          -0.9216185
105      0.186532377      -0.28198218          -0.9428065          -0.9256859          -0.9340083
106     -0.922407163      -0.94933803          -0.9826209          -0.9435614          -0.9529737
107     -0.931900148      -0.95167026          -0.9884321          -0.9656880          -0.9588102
108     -0.962759422      -0.92958684          -0.9615097          -0.9860362          -0.9507104
109     -0.314569762      -0.15979979          -0.9824696          -0.9737848          -0.9613873
110     -0.163732745      -0.12928383          -0.9484136          -0.9336575          -0.9076496
111     -0.146993838       0.01143539          -0.9577851          -0.9554878          -0.9105889
112     -0.951607872      -0.93967225          -0.9801582          -0.9680232          -0.9458136
113     -0.960298268      -0.95346896          -0.9853597          -0.9805524          -0.9595628
114     -0.943061150      -0.96549028          -0.9637620          -0.9660871          -0.9678860
115     -0.017579789      -0.26582449          -0.9809834          -0.9686132          -0.9569032
116     -0.013172101      -0.23022095          -0.9494604          -0.9159735          -0.9301598
117     -0.060789204      -0.23106416          -0.9500262          -0.9465767          -0.9010978
118     -0.961858630      -0.96572920          -0.9901966          -0.9667201          -0.9566106
119     -0.968176664      -0.97046268          -0.9857514          -0.9758105          -0.9691718
120     -0.944792875      -0.95347670          -0.9610632          -0.9614667          -0.9571646
121      0.181801561      -0.13947794          -0.9698615          -0.9586512          -0.9291879
122      0.176349923      -0.19046855          -0.9164960          -0.9010449          -0.8369357
123      0.514816446       0.04932245          -0.8997261          -0.9178809          -0.8993631
124     -0.950388944      -0.95192962          -0.9693550          -0.9699698          -0.9603950
125     -0.944430271      -0.95259965          -0.9924115          -0.9714266          -0.9588620
126     -0.973449969      -0.98467284          -0.9589596          -0.9869931          -0.9888190
127      0.054088051      -0.16868873          -0.9695764          -0.9641445          -0.9749394
128      0.109787469      -0.21970793          -0.9409116          -0.9415236          -0.9327163
129      0.301336400      -0.07178936          -0.9401948          -0.9401118          -0.9163246
130     -0.966877561      -0.95956786          -0.9929364          -0.9793554          -0.9654265
131     -0.943601625      -0.94612341          -0.9829067          -0.9776814          -0.9585900
132     -0.956959422      -0.94565379          -0.9459053          -0.9837329          -0.9524163
133      0.100384246      -0.21335197          -0.9696434          -0.9636393          -0.9551478
134      0.250067524      -0.10961322          -0.9406338          -0.9416202          -0.9131536
135      0.239812251      -0.32572272          -0.9412423          -0.9458244          -0.9065940
136     -0.928059134      -0.91756485          -0.9720100          -0.9542250          -0.9279506
137     -0.922693288      -0.94220166          -0.9928273          -0.9710807          -0.9588902
138     -0.913276302      -0.94294581          -0.9287812          -0.9588269          -0.9524354
139     -0.119020587       0.16422069          -0.9772309          -0.9665507          -0.9329813
140      0.044843579       0.10080119          -0.9333445          -0.9104746          -0.9020659
141      0.108259034       0.22989874          -0.9507908          -0.9390125          -0.9058883
142     -0.934933559      -0.90558439          -0.9845367          -0.9609174          -0.9239536
143     -0.958444492      -0.92940975          -0.9846104          -0.9848186          -0.9471997
144     -0.976309827      -0.97322350          -0.9479488          -0.9827946          -0.9767805
145     -0.161852412      -0.43713340          -0.9794993          -0.9650934          -0.9449957
146     -0.223086809      -0.29652398          -0.9508785          -0.9317583          -0.8827224
147     -0.140540604      -0.45797238          -0.9644701          -0.9378160          -0.9261917
    tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-std()-X tBodyGyro-std()-Y
1           -0.277530463         -0.016602236          -0.58609042        -0.5615503      -0.538453668
2           -0.276121886         -0.185648954          -0.57374635        -0.4392531      -0.466298337
3            0.147249143          0.126828015          -0.34012202        -0.3207892      -0.415739145
4           -0.988055854         -0.977983955          -0.98751821        -0.9857420      -0.978919527
5           -0.981085716         -0.971059440          -0.98284145        -0.9729986      -0.971441996
6           -0.985872169         -0.983172541          -0.98844201        -0.9882752      -0.982291609
7           -0.297042613         -0.221165132          -0.75139138        -0.5009167      -0.665394093
8           -0.380488027         -0.281543175          -0.72649531        -0.4544310      -0.551185569
9           -0.145759709         -0.146242295          -0.62664699        -0.3702447      -0.699453537
10          -0.976742196         -0.944596106          -0.97903877        -0.9701318      -0.958468120
11          -0.972586542         -0.938354678          -0.97305420        -0.9096880      -0.949227147
12          -0.978302781         -0.942209488          -0.97851198        -0.9731024      -0.961109292
13          -0.206733788         -0.276929934          -0.40976453        -0.4761635      -0.467054168
14          -0.335291645         -0.586147012          -0.64729600        -0.3439766      -0.400859068
15           0.017623342         -0.309442473          -0.35951336        -0.3964292      -0.340765233
16          -0.964535856         -0.956777545          -0.96188944        -0.9590200      -0.919188226
17          -0.969973399         -0.963849333          -0.97058426        -0.9219906      -0.946046640
18          -0.964740470         -0.963996680          -0.95856246        -0.9422465      -0.926618531
19          -0.052199101          0.075080495          -0.51166291        -0.4142055      -0.250853319
20          -0.187220176         -0.177803083          -0.60752048        -0.3085347       0.041172467
21           0.223275806         -0.105020356          -0.31818842        -0.3047454      -0.311407525
22          -0.988946414         -0.980756790          -0.98825580        -0.9888731      -0.984373305
23          -0.964311490         -0.941328663          -0.97643060        -0.9298951      -0.958861164
24          -0.978007467         -0.966930793          -0.97625666        -0.9617132      -0.953660208
25          -0.013506611         -0.089404969          -0.51227684        -0.5462635      -0.449401398
26          -0.359856972         -0.311328991          -0.71933635        -0.5266593      -0.522949798
27           0.006319144          0.062921667          -0.49865579        -0.3621431      -0.476287743
28          -0.976494201         -0.964047462          -0.97911347        -0.9744254      -0.960497128
29          -0.972440195         -0.953203115          -0.97555698        -0.8836553      -0.941469208
30          -0.969276283         -0.962639527          -0.97062931        -0.9660907      -0.953873894
31          -0.220910068          0.056548877          -0.37463317        -0.3760599      -0.290023550
32          -0.487325540         -0.323333932          -0.66092126        -0.5410667      -0.403572170
33          -0.074090805         -0.149027774          -0.31704661        -0.4170142      -0.198848161
34          -0.992827264         -0.984267558          -0.98761209        -0.9858443      -0.979668456
35          -0.987636104         -0.977704172          -0.98692624        -0.9555774      -0.971721756
36          -0.985419950         -0.980152343          -0.98307066        -0.9721435      -0.962704620
37          -0.368056914         -0.320158763          -0.63332586        -0.7044398      -0.496431540
38          -0.563202135         -0.567940639          -0.76082991        -0.5938415      -0.507297003
39          -0.387223932         -0.447033873          -0.65124666        -0.5024730      -0.617230786
40          -0.991624662         -0.984002717          -0.99015312        -0.9919570      -0.986753344
41          -0.989436674         -0.975277837          -0.98845525        -0.9622542      -0.980417134
42          -0.985921071         -0.985554339          -0.99066025        -0.9928726      -0.984202873
43          -0.090645042          0.244310894          -0.38766458        -0.2329406       0.085832152
44          -0.185695388         -0.260789712          -0.51364121        -0.4927012      -0.104722161
45          -0.135699627          0.289670967          -0.38150341        -0.2049396      -0.146794177
46          -0.982078229         -0.970896863          -0.97652249        -0.9763090      -0.960104509
47          -0.959528332         -0.935605651          -0.95893631        -0.8867492      -0.903913941
48          -0.984270728         -0.977002607          -0.98498922        -0.9844774      -0.972941910
49          -0.485863255         -0.302220161          -0.49118947        -0.5805974      -0.487166280
50          -0.498764672         -0.515220752          -0.52380726        -0.5774264      -0.568534125
51          -0.337218894         -0.169291888          -0.29023938        -0.4319191      -0.484673524
52          -0.988564382         -0.979573678          -0.98466295        -0.9881116      -0.977954005
53          -0.980573837         -0.967745639          -0.97771635        -0.9607387      -0.967298519
54          -0.986365434         -0.982430495          -0.98308737        -0.9826517      -0.960299551
55          -0.113615602          0.067002501          -0.50269979        -0.4735355      -0.054607769
56          -0.446843888         -0.378274426          -0.70659353        -0.5448711       0.004105184
57          -0.012283861         -0.101601391          -0.34573503        -0.4580305      -0.126349195
58          -0.986430711         -0.981371965          -0.98791080        -0.9772113      -0.966473895
59          -0.994604542         -0.985648732          -0.99225118        -0.9871919      -0.987734440
60          -0.958482112         -0.924149274          -0.95485511        -0.8735439      -0.951090440
61          -0.268679644         -0.044961959          -0.52948612        -0.5718696      -0.563793260
62          -0.458364617         -0.251680365          -0.70855171        -0.4560393      -0.582742846
63          -0.085801004         -0.111439195          -0.57173524        -0.2616534      -0.546740388
64          -0.974467390         -0.953631391          -0.97466157        -0.9654348      -0.944854571
65          -0.957086489         -0.941686786          -0.97305963        -0.9004622      -0.927788618
66          -0.980879315         -0.968710725          -0.98209316        -0.9745458      -0.977272654
67          -0.302891025         -0.091039743          -0.61289532        -0.4908775      -0.504622030
68          -0.223896564         -0.125026613          -0.63836903        -0.4433423      -0.440345826
69           0.032241550          0.047361231          -0.52265164        -0.4606468      -0.409134149
70          -0.975204850         -0.952786261          -0.97343653        -0.9662255      -0.950064068
71          -0.962647080         -0.931217141          -0.96383212        -0.9103952      -0.933738104
72          -0.983307862         -0.964560431          -0.98541937        -0.9794987      -0.977427371
73          -0.132784767          0.008088974          -0.57577747        -0.4460210      -0.331702268
74          -0.180301156         -0.041399465          -0.56083069        -0.3219737      -0.315799902
75           0.165271071          0.276544030          -0.33681732        -0.1983039      -0.189229570
76          -0.969929476         -0.945143686          -0.95857295        -0.9573677      -0.944130045
77          -0.973132636         -0.949362277          -0.96754724        -0.9475613      -0.942486586
78          -0.966341055         -0.933674494          -0.95964606        -0.9553782      -0.943634949
79          -0.346026226         -0.054744895          -0.14948851        -0.5033135      -0.231098305
80          -0.415153116         -0.519897596          -0.60780844        -0.3638532      -0.572996821
81           0.028503393         -0.296279675          -0.34710776        -0.4077441      -0.292626136
82          -0.982158098         -0.969458676          -0.97225647        -0.9418710      -0.944124336
83          -0.976403545         -0.965810610          -0.97206005        -0.9452477      -0.949646947
84          -0.980977756         -0.973093160          -0.97298306        -0.9601268      -0.945071935
85          -0.258688628          0.233987544          -0.38320060        -0.1992097      -0.211997277
86          -0.186618895         -0.012350110          -0.44751818        -0.3674284      -0.066698086
87           0.250143725          0.288140719          -0.01351363        -0.2584309       0.024313121
88          -0.985188754         -0.980784606          -0.98528581        -0.9845241      -0.971500697
89          -0.989198880         -0.976442141          -0.98261090        -0.9729904      -0.969421046
90          -0.973253042         -0.976520952          -0.96608757        -0.9652040      -0.952039386
91          -0.428516344         -0.181419230          -0.72065473        -0.5963469      -0.499625287
92          -0.452961684         -0.428119230          -0.78535917        -0.5013316      -0.282044540
93          -0.083421265         -0.126816662          -0.57971048        -0.3740690      -0.495911720
94          -0.980335164         -0.966766643          -0.98344161        -0.9881649      -0.982249040
95          -0.992527404         -0.979428280          -0.99013299        -0.9802425      -0.994210472
96          -0.985259109         -0.972777455          -0.98211178        -0.9808369      -0.982442644
97          -0.454497020         -0.344339569          -0.47279109        -0.6003882      -0.014839260
98          -0.368780419         -0.336427181          -0.32786881        -0.4542833       0.476518714
99           0.012959755          0.192791766          -0.13363406        -0.3545516       0.056990222
100         -0.980890655         -0.967828356          -0.97613338        -0.9808300      -0.962048192
101         -0.978248526         -0.966362426          -0.97076673        -0.9610918      -0.946280621
102         -0.971473557         -0.968127617          -0.97243186        -0.9572210      -0.932499781
103         -0.373217585         -0.031926547          -0.68626842        -0.3296246      -0.420865008
104         -0.186944665         -0.311861357          -0.74880945        -0.4152513      -0.330233235
105          0.134593836          0.015805921          -0.40400558        -0.3186925      -0.373208160
106         -0.988162334         -0.978126999          -0.98701102        -0.9882041      -0.975321519
107         -0.985459068         -0.967720400          -0.98530194        -0.9477908      -0.971332584
108         -0.981739387         -0.970921588          -0.97840296        -0.9571677      -0.961142912
109         -0.396223738         -0.425563859          -0.44025822        -0.6541718      -0.612593634
110         -0.521089140         -0.425625937          -0.59341113        -0.5080872      -0.586382894
111         -0.101186927         -0.261684752          -0.30338158        -0.4541885      -0.528329305
112         -0.990861135         -0.981800971          -0.98348721        -0.9810374      -0.958336596
113         -0.991026497         -0.982621955          -0.98807383        -0.9734001      -0.980110277
114         -0.988416724         -0.984867287          -0.98764413        -0.9770108      -0.970747514
115         -0.355492635         -0.093538503          -0.53430331        -0.4798135      -0.454932904
116         -0.292665827         -0.349791873          -0.65743084        -0.4965627      -0.493044125
117         -0.103436471         -0.304063534          -0.53633157        -0.3704369      -0.459281990
118         -0.994340603         -0.988637002          -0.99052926        -0.9896383      -0.986128681
119         -0.992094006         -0.986661260          -0.99121703        -0.9813731      -0.985121165
120         -0.981489017         -0.976960543          -0.98281300        -0.9758931      -0.971484336
121          0.110306729          0.080927119          -0.17939050        -0.0264358      -0.114406109
122         -0.174279056         -0.012886548          -0.44428223        -0.4068000      -0.172633224
123          0.544273037          0.355306717          -0.02001111         0.2676572       0.048314774
124         -0.987043285         -0.979267729          -0.98670474        -0.9846253      -0.959758310
125         -0.984792035         -0.970543277          -0.98614249        -0.9461097      -0.969576324
126         -0.983605223         -0.974524523          -0.98826018        -0.9813576      -0.963617706
127         -0.114888874         -0.034714386          -0.42514260        -0.4322329      -0.397892317
128         -0.424052015         -0.203209666          -0.56205235        -0.5319094      -0.463136841
129          0.002146557         -0.079600976          -0.24606188        -0.4421486      -0.353733478
130         -0.989439392         -0.979002805          -0.98582362        -0.9884105      -0.976380487
131         -0.977063350         -0.963921458          -0.97791568        -0.9625145      -0.955979193
132         -0.984826521         -0.971584753          -0.98397764        -0.9754119      -0.952147091
133          0.035878709          0.225542290          -0.31315590        -0.3185379      -0.486322107
134         -0.008539927         -0.057578454          -0.47170330        -0.3014917      -0.489417909
135          0.086913985          0.019861328          -0.47780665        -0.2373492      -0.550303217
136         -0.981664149         -0.964782832          -0.97892836        -0.9810992      -0.950173479
137         -0.975639081         -0.952303494          -0.98147806        -0.9178370      -0.964714673
138         -0.970355192         -0.955151527          -0.97452701        -0.9566419      -0.961884962
139         -0.229328122         -0.080501734          -0.02931151        -0.4943226       0.259457229
140         -0.365398623         -0.328225031          -0.40809402        -0.5506646      -0.293681861
141          0.198947062         -0.088330123           0.03101571        -0.4161330       0.213825552
142         -0.984561804         -0.978045838          -0.97597899        -0.9803637      -0.948109526
143         -0.983141959         -0.975219984          -0.97359522        -0.9420112      -0.948074761
144         -0.986360447         -0.988611617          -0.98466348        -0.9818494      -0.959195236
145         -0.607620932         -0.382619719          -0.67560140        -0.4011588      -0.604032097
146         -0.663642746         -0.627131236          -0.81245837        -0.4890118      -0.433673384
147         -0.501968388         -0.371661522          -0.71149470        -0.2888248      -0.523377915
    tBodyGyro-std()-Z tBodyGyroJerk-std()-X tBodyGyroJerk-std()-Y tBodyGyroJerk-std()-Z
1         -0.48108554           -0.38954983           -0.63414044          -0.435492677
2         -0.16399579           -0.46485436           -0.64549134          -0.467595961
3         -0.27941839           -0.24394059           -0.46939670          -0.218266319
4         -0.95980371           -0.98970902           -0.99088961          -0.985542326
5         -0.96485670           -0.97932400           -0.98344726          -0.973610118
6         -0.96030656           -0.99323585           -0.98956754          -0.988035821
7         -0.66260823           -0.49234107           -0.80741994          -0.640454133
8         -0.36081105           -0.53366680           -0.84072275          -0.556236585
9         -0.49848080           -0.39599549           -0.81685824          -0.325780074
10        -0.92797223           -0.96989973           -0.98444136          -0.968804832
11        -0.90999504           -0.94963388           -0.97606517          -0.957982019
12        -0.96207376           -0.97510320           -0.98685563          -0.983965360
13        -0.26568352           -0.52698531           -0.54920023          -0.457881494
14        -0.13817648           -0.66041953           -0.70860477          -0.657114201
15        -0.27968515           -0.50966931           -0.44860245          -0.417239551
16        -0.93017683           -0.96453235           -0.97192745          -0.968738891
17        -0.93988974           -0.94910569           -0.97503653          -0.969726484
18        -0.96159537           -0.94532903           -0.96217024          -0.977076160
19        -0.17452487           -0.36606372           -0.50968333          -0.329079493
20        -0.32050933           -0.42729134           -0.60462906          -0.482244799
21        -0.03530218           -0.41698614           -0.47165098          -0.227137390
22        -0.96044596           -0.99232666           -0.99258449          -0.990259813
23        -0.95368110           -0.95036755           -0.97644502          -0.969051031
24        -0.97194060           -0.96590058           -0.96662104          -0.983949303
25        -0.35017029           -0.39080724           -0.58129069          -0.480642200
26        -0.34961461           -0.54999919           -0.76119561          -0.606412097
27        -0.33780668           -0.27860816           -0.51747911          -0.365232197
28        -0.95155253           -0.97732993           -0.97934783          -0.977138954
29        -0.95036476           -0.95541564           -0.97119549          -0.973689390
30        -0.95015744           -0.96719820           -0.96590037          -0.969953930
31        -0.36336995           -0.21681207           -0.35776090          -0.341765824
32        -0.21180511           -0.63103758           -0.67880592          -0.550880347
33        -0.32277408           -0.46373667           -0.25916325          -0.367089486
34        -0.96689641           -0.99137102           -0.99177335          -0.989861382
35        -0.97343660           -0.97846512           -0.98098266          -0.985177043
36        -0.96735051           -0.98140474           -0.97885475          -0.989801549
37        -0.51141720           -0.57813397           -0.69492579          -0.663259579
38        -0.43392221           -0.76068903           -0.82887217          -0.718951758
39        -0.48365826           -0.67671618           -0.75260862          -0.605655411
40        -0.98152550           -0.99417019           -0.99422416          -0.992814325
41        -0.97282040           -0.98197097           -0.99115197          -0.986259016
42        -0.98510839           -0.99610444           -0.99054764          -0.992548102
43        -0.16574847           -0.25322745           -0.12755409          -0.227044327
44         0.18411933           -0.47110768           -0.39398862          -0.253867090
45         0.15972353           -0.24923510           -0.33456879           0.003078546
46        -0.94577180           -0.97741491           -0.97968410          -0.979742084
47        -0.90734332           -0.92164424           -0.94763307          -0.948669855
48        -0.97240989           -0.98928358           -0.98154006          -0.986670534
49        -0.39615400           -0.49077346           -0.51424657          -0.557968203
50        -0.27459628           -0.64048954           -0.64664437          -0.648975331
51        -0.49107724           -0.35844455           -0.51932674          -0.478690941
52        -0.97127765           -0.99144201           -0.98978081          -0.989850160
53        -0.96995868           -0.97585681           -0.98198357          -0.983276883
54        -0.98170136           -0.97986572           -0.97809131          -0.992381596
55        -0.34426663           -0.20742185           -0.30446851          -0.404255453
56        -0.50716867           -0.61478651           -0.60169666          -0.606332002
57        -0.12470245           -0.48702734           -0.23882483          -0.268761480
58        -0.94142592           -0.99173159           -0.98951807          -0.987935806
59        -0.98064563           -0.99294511           -0.99513792          -0.992108467
60        -0.90828466           -0.91860852           -0.96790724          -0.957790160
61        -0.47669641           -0.38592299           -0.63908798          -0.536664080
62        -0.49232731           -0.50727076           -0.77577414          -0.573433948
63        -0.44230777           -0.28568316           -0.68094734          -0.374605412
64        -0.92641371           -0.97254691           -0.97863591          -0.973751671
65        -0.91236408           -0.94093764           -0.96843375          -0.958293012
66        -0.96350561           -0.98032865           -0.98676274          -0.983338280
67        -0.31870062           -0.35768140           -0.57143812          -0.157682544
68        -0.26545133           -0.30524520           -0.63182205          -0.282154378
